Item,Perishability_Type,Season,Mandi_Location,Wholesale_Base_Price,Temperature_C,Rainfall_MM,Fuel_Price_PKR,Distance_KM,Arrival_Trucks,Demand_Index,Spoilage_Risk,Retail_Price_PKR
Loquat,High,Monsoon,Rawalpindi Raja Bazar,243,32.2,65.4,292.0,339,104,2,Medium,300.16
Lemon (China),Medium,Spring,Karachi Sabzi Mandi,258,18.2,6.0,305.0,313,78,3,Low,278.06
Grapes (Black),High,Summer,Multan Goods Market,243,32.9,23.3,284.5,79,22,1,Medium,284.33
Lemon (China),Medium,Summer,Sukkur Grain Market,111,43.9,9.4,305.0,125,40,2,Medium,135.81
Grapes (Sundarkhani),High,Monsoon,Quetta Satellite Town Mandi,632,34.4,112.0,278.0,373,56,5,High,875.2
Banana (Sindhi),High,Spring,Sukkur Grain Market,188,25.5,23.3,272.5,321,41,5,Medium,234.96
Sweet Melon (Garma),Medium,Spring,Quetta Satellite Town Mandi,149,20.5,2.2,292.0,603,97,3,Medium,208.17
Mango (Chaunsa),High,Summer,Multan Goods Market,265,36.6,28.4,278.0,80,12,1,High,362.73
Fenugreek (Methi),High,Winter,Quetta Satellite Town Mandi,40,14.3,23.9,278.0,721,104,2,Medium,87.84
Raw Banana (Kacha Kela),Medium,Summer,Peshawar Central Mandi,78,41.3,16.5,284.5,316,29,1,Medium,108.58
Zucchini,Medium,Winter,Multan Goods Market,126,16.3,3.8,305.0,55,86,4,Low,129.7
Grapes (Gola),High,Monsoon,Sukkur Grain Market,221,35.8,69.3,272.5,100,44,2,High,304.23
Green Apple,Low,Spring,Faisalabad Grain Market,343,19.8,4.9,292.0,330,91,1,Low,363.12
Grapes (Black),High,Summer,Multan Goods Market,258,47.7,24.9,292.0,58,16,2,High,352.36
Dates (Aseel),Low,Monsoon,Faisalabad Grain Market,521,28.1,61.5,284.5,149,73,2,Medium,608.1
Ladyfinger (Bhindi),High,Spring,Islamabad Sabzi Mandi,175,22.5,1.7,284.5,307,23,4,Low,193.95
Spinach (Palak),High,Winter,Lahore Badami Bagh,53,4.0,19.0,292.0,197,100,5,Low,65.21
Sweet Lime (Malta),Medium,Monsoon,Quetta Satellite Town Mandi,223,35.4,119.1,292.0,806,95,3,High,350.22
Watermelon (Tarbooz),Medium,Monsoon,Gujranwala Fruit Market,68,26.8,111.1,292.0,320,49,3,Medium,97.94
Mango (Dusehri),High,Summer,Gujranwala Fruit Market,174,35.7,13.1,284.5,126,93,4,Medium,207.76
Grapes (Black),High,Monsoon,Sukkur Grain Market,529,27.5,118.9,278.0,206,98,3,Medium,620.42
Jamun,High,Monsoon,Lahore Badami Bagh,238,37.8,109.2,278.0,278,106,4,High,337.57
Avocado,Medium,Summer,Hyderabad New Mandi,810,31.6,33.7,305.0,247,23,3,Medium,947.76
Onion,Low,Monsoon,Peshawar Central Mandi,91,33.6,50.3,272.5,399,59,1,Medium,127.38
Radish (Mooli),Medium,Winter,Quetta Satellite Town Mandi,33,6.7,17.2,278.0,560,19,2,Medium,70.83
Mango (Dusehri),High,Summer,Quetta Satellite Town Mandi,170,44.5,33.9,292.0,573,97,1,High,264.4
Beetroot (Chukandar),Medium,Winter,Lahore Badami Bagh,102,11.8,13.4,284.5,83,32,3,Low,107.33
Carrot,Medium,Summer,Faisalabad Grain Market,84,42.3,31.1,292.0,314,106,5,Medium,115.91
Loquat,High,Spring,Peshawar Central Mandi,124,20.0,22.2,292.0,246,88,5,Medium,157.82
Apricot (Khubani),High,Monsoon,Rawalpindi Raja Bazar,452,30.1,70.7,292.0,286,90,1,Medium,537.25
Carrot,Medium,Spring,Sukkur Grain Market,56,18.9,17.7,272.5,270,57,2,Low,71.48
Radish (Mooli),Medium,Winter,Gujranwala Fruit Market,39,3.7,22.8,272.5,349,54,4,Medium,64.99
Wood Apple (Bael),Low,Spring,Rawalpindi Raja Bazar,145,25.5,29.7,284.5,283,89,1,Medium,183.57
Pomegranate (Kandhari),Low,Winter,Sukkur Grain Market,298,6.4,17.0,272.5,168,10,5,Low,309.58
Apple (Garcha),Low,Spring,Multan Goods Market,208,29.6,9.0,292.0,181,67,4,Low,219.28
Mint (Pudina),High,Winter,Faisalabad Grain Market,52,3.7,15.8,272.5,111,17,2,Low,58.8
Cluster Beans (Gwar),Medium,Monsoon,Hyderabad New Mandi,157,30.4,61.8,284.5,164,44,2,Medium,190.47
Drumstick (Sohanjna),Medium,Spring,Rawalpindi Raja Bazar,158,29.9,22.6,272.5,260,67,1,Medium,196.53
Persimmon (Amlok),Medium,Winter,Gujranwala Fruit Market,117,10.7,1.3,278.0,385,4,4,Low,142.9
Potato,Low,Winter,Gujranwala Fruit Market,59,5.4,7.5,284.5,237,85,3,Low,73.2
Ladyfinger (Bhindi),High,Spring,Gujranwala Fruit Market,118,23.8,14.9,292.0,354,11,3,Low,140.66
Kiwi (Imported),Medium,Spring,Islamabad Sabzi Mandi,1204,18.3,28.3,278.0,217,54,2,Medium,1397.33
Mango (Sindhri),High,Spring,Quetta Satellite Town Mandi,266,24.5,0.6,292.0,610,79,4,Medium,343.23
Mulberry (Shahtoot),High,Monsoon,Rawalpindi Raja Bazar,226,34.4,45.7,305.0,482,9,2,High,336.63
Green Chickpeas (Chholia),High,Monsoon,Multan Goods Market,155,34.7,96.1,284.5,135,21,3,High,217.87
Cucumber (Kheera),High,Monsoon,Rawalpindi Raja Bazar,70,37.8,67.4,272.5,381,108,2,High,116.21
Lemon (Desi),Medium,Spring,Multan Goods Market,347,19.7,2.8,305.0,89,44,3,Low,352.96
Dragon Fruit,Medium,Winter,Gujranwala Fruit Market,1378,3.3,20.3,292.0,221,72,2,Medium,1598.27
Lotus Stem (Bheen),Low,Winter,Peshawar Central Mandi,164,14.9,24.4,305.0,281,8,5,Medium,208.96
Pineapple,Low,Winter,Multan Goods Market,723,7.6,20.1,292.0,85,83,2,Medium,836.73
Green Chilies,High,Summer,Faisalabad Grain Market,89,31.7,36.2,305.0,329,69,5,Medium,123.58
Spinach (Palak),High,Spring,Quetta Satellite Town Mandi,36,18.6,23.6,278.0,389,102,3,Medium,64.06
Loquat,High,Winter,Sukkur Grain Market,240,7.5,4.5,278.0,236,21,4,Low,254.49
Orange (Kinnow),Medium,Spring,Quetta Satellite Town Mandi,261,26.5,26.9,284.5,470,40,4,Medium,328.45
Tomato,High,Spring,Islamabad Sabzi Mandi,133,27.2,9.4,284.5,629,6,1,Medium,190.87
Potato,Low,Winter,Karachi Sabzi Mandi,38,8.4,4.7,278.0,554,100,3,Medium,75.92
Mushroom (Button),High,Spring,Rawalpindi Raja Bazar,383,27.9,3.2,305.0,388,45,3,Low,407.95
Bitter Gourd (Karela),High,Summer,Lahore Badami Bagh,119,46.3,24.0,284.5,245,108,5,High,175.38
Grapes (Gola),High,Summer,Islamabad Sabzi Mandi,271,40.6,33.5,284.5,637,88,1,High,403.66
Sweet Potato (Shakarkandi),Low,Winter,Sukkur Grain Market,87,14.0,7.6,278.0,172,104,4,Low,97.13
Lemon (China),Medium,Spring,Lahore Badami Bagh,235,22.2,5.2,305.0,337,31,4,Low,256.98
Cauliflower,Medium,Summer,Karachi Sabzi Mandi,69,38.4,4.4,284.5,363,47,3,Medium,101.15
Pineapple,Low,Winter,Quetta Satellite Town Mandi,445,13.8,4.2,278.0,564,18,2,Medium,544.89
Carrot,Medium,Monsoon,Faisalabad Grain Market,102,36.4,96.0,305.0,199,37,5,Medium,130.54
Mushroom (Button),High,Monsoon,Gujranwala Fruit Market,738,36.7,47.0,272.5,163,72,2,High,1005.68
Jamun,High,Monsoon,Gujranwala Fruit Market,199,35.6,110.5,272.5,177,63,2,High,278.84
Onion,Low,Monsoon,Sukkur Grain Market,168,26.5,119.9,272.5,196,90,3,Medium,204.48
Radish (Mooli),Medium,Summer,Multan Goods Market,35,35.4,8.5,292.0,120,108,2,Low,42.38
Zucchini,Medium,Winter,Islamabad Sabzi Mandi,135,9.5,0.2,278.0,306,36,1,Low,152.84
Banana (Dhaka),High,Summer,Karachi Sabzi Mandi,122,45.9,10.7,278.0,303,54,1,Medium,157.93
Mint (Pudina),High,Monsoon,Faisalabad Grain Market,35,32.3,89.9,305.0,206,49,5,Medium,53.79
Zucchini,Medium,Spring,Gujranwala Fruit Market,167,27.5,7.5,292.0,384,100,1,Low,190.4
Sweet Melon (Garma),Medium,Monsoon,Multan Goods Market,155,34.6,49.4,272.5,60,74,1,Medium,181.72
Pomegranate (Bedana),Low,Spring,Rawalpindi Raja Bazar,762,26.5,27.6,284.5,337,63,3,Medium,896.49
Beetroot (Chukandar),Medium,Winter,Quetta Satellite Town Mandi,91,3.5,2.9,292.0,738,55,5,Medium,149.95
Raw Banana (Kacha Kela),Medium,Summer,Rawalpindi Raja Bazar,62,40.0,1.9,278.0,457,25,2,Medium,98.11
Chiku (Sapodilla),High,Spring,Sukkur Grain Market,145,20.2,5.7,272.5,41,18,5,Low,148.51
Pineapple,Low,Monsoon,Quetta Satellite Town Mandi,626,31.8,59.9,305.0,238,53,4,Medium,735.36
Mulberry (Shahtoot),High,Summer,Sukkur Grain Market,157,38.6,20.8,284.5,283,54,1,High,228.81
Pineapple,Low,Spring,Rawalpindi Raja Bazar,403,26.8,28.4,305.0,526,75,1,Medium,496.93
Pumpkin (Halwa Kaddu),Low,Winter,Sukkur Grain Market,70,11.1,8.9,272.5,221,108,4,Low,82.71
Avocado,Medium,Spring,Multan Goods Market,992,21.1,19.0,292.0,92,83,3,Low,997.76
Mustard Greens (Sarson),High,Spring,Faisalabad Grain Market,43,29.3,22.9,272.5,280,4,5,Medium,69.85
Persimmon (Amlok),Medium,Winter,Islamabad Sabzi Mandi,109,5.7,22.3,278.0,415,32,5,Medium,150.07
Plum (Aloo Bukhara),High,Summer,Quetta Satellite Town Mandi,213,43.2,5.1,292.0,313,37,4,Medium,264.46
Banana (Dhaka),High,Winter,Karachi Sabzi Mandi,265,14.8,7.2,278.0,236,56,4,Low,278.98
Spring Onion,High,Summer,Lahore Badami Bagh,99,38.8,12.0,284.5,265,6,2,Medium,130.84
Jamun,High,Summer,Faisalabad Grain Market,205,31.5,30.7,292.0,170,51,3,Medium,246.35
Orange (Fruiter),Medium,Summer,Faisalabad Grain Market,251,44.9,9.3,284.5,57,94,5,Medium,292.27
Raw Mango (Keri),Medium,Spring,Multan Goods Market,146,20.9,12.9,305.0,198,23,4,Low,159.33
Wild Plum (Jaman),High,Monsoon,Lahore Badami Bagh,177,35.7,46.2,292.0,142,68,3,High,247.78
Mint (Pudina),High,Monsoon,Hyderabad New Mandi,42,35.7,113.8,272.5,62,10,2,High,61.04
Grapes (Sundarkhani),High,Spring,Faisalabad Grain Market,412,24.7,1.8,292.0,61,79,2,Low,415.82
Mint (Pudina),High,Summer,Karachi Sabzi Mandi,39,34.9,4.5,305.0,917,23,3,High,111.48
Ridge Gourd (Tori),High,Winter,Sukkur Grain Market,115,6.7,20.3,284.5,224,92,3,Medium,145.67
Turnip (Shalgam),Medium,Winter,Sukkur Grain Market,62,3.0,7.1,278.0,219,46,4,Low,75.07
Mushroom (Button),High,Monsoon,Faisalabad Grain Market,420,32.2,109.9,272.5,111,60,4,Medium,489.6
Radish (Mooli),Medium,Summer,Peshawar Central Mandi,42,34.5,31.1,284.5,508,86,5,Medium,78.67
Red Chili (Fresh),High,Spring,Quetta Satellite Town Mandi,331,25.0,20.3,272.5,235,48,1,Medium,394.08
Green Chilies,High,Spring,Gujranwala Fruit Market,187,28.3,0.8,272.5,82,75,4,Low,191.89
Apricot (Khubani),High,Monsoon,Faisalabad Grain Market,237,32.4,99.8,272.5,290,10,2,Medium,289.83
Fenugreek (Methi),High,Summer,Faisalabad Grain Market,54,45.9,5.3,284.5,309,50,2,Medium,80.59
Mint (Pudina),High,Winter,Multan Goods Market,28,8.1,2.0,284.5,133,101,2,Low,35.97
Mushroom (Button),High,Winter,Karachi Sabzi Mandi,414,17.0,21.4,272.5,822,4,3,Medium,525.47
Sarda,Medium,Spring,Multan Goods Market,163,23.8,0.6,284.5,86,63,2,Low,168.24
Mango (Dusehri),High,Monsoon,Islamabad Sabzi Mandi,314,27.2,89.9,305.0,328,77,3,Medium,382.11
Dates (Aseel),Low,Spring,Quetta Satellite Town Mandi,513,29.8,25.2,292.0,538,85,5,Medium,622.94
Peas (Matar),High,Winter,Karachi Sabzi Mandi,143,16.4,10.4,272.5,490,103,5,Low,171.03
Red Bell Pepper,High,Spring,Multan Goods Market,306,29.8,24.7,292.0,216,76,5,Medium,365.33
Raw Banana (Kacha Kela),Medium,Summer,Lahore Badami Bagh,68,36.0,29.9,272.5,409,58,5,Medium,101.8
Pistachio Fresh,Low,Winter,Lahore Badami Bagh,1434,9.8,16.5,305.0,251,43,2,Low,1450.15
Apple (Kala Kulu),Low,Winter,Faisalabad Grain Market,251,19.5,6.2,278.0,302,6,4,Low,271.06
Banana (Dhaka),High,Spring,Gujranwala Fruit Market,155,27.5,17.7,284.5,261,103,5,Low,170.69
Red Chili (Fresh),High,Spring,Multan Goods Market,303,29.4,4.0,278.0,170,14,4,Low,314.05
Arbi (Taro Root),Medium,Monsoon,Islamabad Sabzi Mandi,202,34.6,43.0,305.0,476,46,5,Medium,263.02
Arbi (Taro Root),Medium,Spring,Multan Goods Market,103,21.0,9.6,272.5,58,48,3,Low,106.57
Green Apple,Low,Summer,Multan Goods Market,412,37.8,38.6,278.0,245,11,2,Medium,488.74
Turnip (Shalgam),Medium,Monsoon,Peshawar Central Mandi,41,26.8,53.5,284.5,450,95,5,Medium,74.06
Red Bell Pepper,High,Monsoon,Gujranwala Fruit Market,477,28.4,73.9,292.0,71,42,4,Medium,553.29
Sweet Lime (Malta),Medium,Winter,Multan Goods Market,224,3.1,24.1,292.0,125,46,1,Medium,265.3
Capsicum (Shimla Mirch),High,Summer,Sukkur Grain Market,178,40.1,32.5,292.0,81,106,3,High,245.35
Guava (Amrood),High,Summer,Rawalpindi Raja Bazar,133,43.9,26.4,284.5,629,36,4,High,217.32
Sweet Lime (Malta),Medium,Monsoon,Rawalpindi Raja Bazar,295,36.9,112.2,292.0,310,32,5,Medium,358.79
Grapes (Gola),High,Monsoon,Faisalabad Grain Market,350,27.5,112.2,292.0,148,73,5,Medium,411.81
Orange (Fruiter),Medium,Winter,Islamabad Sabzi Mandi,100,11.4,6.7,305.0,533,21,4,Medium,149.69
Mushroom (Button),High,Spring,Gujranwala Fruit Market,582,25.3,8.4,278.0,155,108,5,Low,591.18
Carrot,Medium,Summer,Islamabad Sabzi Mandi,54,38.6,32.7,305.0,498,49,5,Medium,94.19
Garlic (Local),Low,Summer,Lahore Badami Bagh,465,30.6,7.3,305.0,373,11,4,Low,490.2
Spring Onion,High,Winter,Karachi Sabzi Mandi,73,19.2,11.1,284.5,565,108,4,Medium,117.6
Guava (Amrood),High,Monsoon,Gujranwala Fruit Market,175,29.6,113.9,305.0,121,7,2,Medium,210.06
Garlic Sprouts,Medium,Summer,Sukkur Grain Market,232,46.4,1.8,272.5,162,48,1,Medium,276.09
Fenugreek (Methi),High,Winter,Peshawar Central Mandi,48,8.5,22.8,272.5,403,18,4,Medium,79.03
Lettuce,High,Monsoon,Gujranwala Fruit Market,98,28.2,86.3,272.5,340,56,4,Medium,132.32
Kiwi (Imported),Medium,Winter,Multan Goods Market,488,7.8,18.4,292.0,227,70,2,Low,501.94
Red Bell Pepper,High,Summer,Quetta Satellite Town Mandi,362,32.8,23.8,305.0,200,98,5,Medium,429.24
Avocado,Medium,Monsoon,Peshawar Central Mandi,1351,26.0,60.2,305.0,691,67,1,High,1867.82
Zucchini (Yellow),Medium,Winter,Faisalabad Grain Market,305,4.9,5.2,292.0,214,64,3,Low,318.23
Ginger,Low,Winter,Sukkur Grain Market,384,17.5,22.9,305.0,137,81,4,Medium,450.52
Pineapple,Low,Winter,Islamabad Sabzi Mandi,383,15.6,14.8,292.0,462,59,1,Low,411.18
Sweet Potato (Shakarkandi),Low,Summer,Rawalpindi Raja Bazar,109,34.2,11.0,284.5,586,25,3,Medium,160.6
Zucchini,Medium,Summer,Peshawar Central Mandi,73,35.6,31.1,278.0,586,76,1,Medium,117.95
Avocado,Medium,Spring,Faisalabad Grain Market,1204,21.0,29.2,284.5,99,25,2,Medium,1390.81
Zucchini (Yellow),Medium,Summer,Lahore Badami Bagh,207,44.3,40.0,292.0,145,47,3,Medium,247.15
Apple (Golden),Low,Winter,Gujranwala Fruit Market,205,10.3,14.7,272.5,273,58,3,Low,220.73
Custard Apple (Sharifa),High,Summer,Gujranwala Fruit Market,485,35.0,24.1,272.5,341,46,1,High,674.2
Pineapple,Low,Winter,Rawalpindi Raja Bazar,430,19.5,0.8,272.5,556,23,4,Medium,526.81
Orange (Kinnow),Medium,Winter,Quetta Satellite Town Mandi,93,7.2,7.0,305.0,219,24,3,Low,107.46
Sweet Lime (Malta),Medium,Winter,Sukkur Grain Market,180,19.7,3.3,305.0,92,88,4,Low,186.05
Grapefruit,Medium,Monsoon,Islamabad Sabzi Mandi,136,35.7,62.0,272.5,356,12,2,Medium,177.3
Coconut (Fresh),Low,Spring,Sukkur Grain Market,286,28.3,14.6,272.5,231,12,2,Low,299.81
Lemon (China),Medium,Spring,Karachi Sabzi Mandi,168,20.9,21.3,284.5,1039,75,3,Medium,254.96
Dates (Rabai),Low,Winter,Gujranwala Fruit Market,623,17.1,11.8,292.0,120,82,4,Low,630.52
Mint (Pudina),High,Summer,Karachi Sabzi Mandi,25,42.9,7.3,305.0,668,82,2,High,76.3
Apricot (Khubani),High,Spring,Islamabad Sabzi Mandi,375,29.3,2.9,278.0,340,25,2,Low,395.04
Mustard Greens (Sarson),High,Winter,Lahore Badami Bagh,25,6.0,7.2,292.0,299,94,1,Low,43.24
Pumpkin (Halwa Kaddu),Low,Summer,Lahore Badami Bagh,60,32.7,16.3,272.5,235,47,1,Low,73.43
Custard Apple (Sharifa),High,Monsoon,Karachi Sabzi Mandi,504,31.5,81.5,284.5,172,58,3,Medium,590.02
Banana (Dhaka),High,Monsoon,Rawalpindi Raja Bazar,163,26.5,57.5,278.0,331,38,1,Medium,206.74
Mango (Anwar Ratol),High,Winter,Karachi Sabzi Mandi,456,16.5,20.3,292.0,424,83,3,Medium,550.35
Apricot (Khubani),High,Summer,Multan Goods Market,277,35.9,18.4,278.0,166,30,5,Medium,328.89
Zucchini (Yellow),Medium,Monsoon,Faisalabad Grain Market,179,28.2,105.8,272.5,218,33,1,Medium,218.36
Zucchini,Medium,Monsoon,Peshawar Central Mandi,155,37.5,63.3,292.0,186,100,5,Medium,189.79
Lemon (China),Medium,Monsoon,Rawalpindi Raja Bazar,251,35.4,68.2,305.0,172,82,1,Medium,299.63
Colocasia Leaves,High,Summer,Faisalabad Grain Market,79,30.0,24.0,284.5,222,64,1,Medium,104.08
Dates (Aseel),Low,Winter,Gujranwala Fruit Market,632,9.4,19.0,305.0,362,101,3,Low,655.13
Cucumber (Kheera),High,Winter,Islamabad Sabzi Mandi,121,15.5,23.7,278.0,348,8,5,Medium,161.8
Plum (Aloo Bukhara),High,Monsoon,Sukkur Grain Market,253,31.3,78.6,292.0,113,15,1,Medium,298.11
Arbi (Taro Root),Medium,Winter,Lahore Badami Bagh,180,9.2,7.4,292.0,451,38,4,Low,207.9
Tomato,High,Spring,Islamabad Sabzi Mandi,144,25.7,24.8,305.0,342,53,4,Medium,187.66
Loquat,High,Monsoon,Rawalpindi Raja Bazar,161,27.9,118.5,272.5,354,8,1,Medium,205.75
Fenugreek (Methi),High,Summer,Hyderabad New Mandi,86,42.3,31.2,284.5,222,6,1,High,129.9
Mint (Pudina),High,Winter,Karachi Sabzi Mandi,48,20.0,12.6,292.0,729,31,1,Medium,99.69
Cauliflower,Medium,Summer,Multan Goods Market,83,31.3,31.6,278.0,135,25,5,Medium,104.13
Broccoli,High,Winter,Faisalabad Grain Market,251,17.7,4.1,272.5,294,34,3,Low,268.08
Mushroom (Button),High,Summer,Faisalabad Grain Market,432,30.4,5.4,292.0,192,76,5,Low,443.97
Drumstick (Sohanjna),Medium,Summer,Quetta Satellite Town Mandi,347,35.8,37.0,284.5,694,30,4,Medium,440.76
Avocado,Medium,Winter,Lahore Badami Bagh,633,2.0,20.1,292.0,237,10,3,Medium,743.59
Lotus Stem (Bheen),Low,Monsoon,Faisalabad Grain Market,209,36.3,104.9,305.0,270,24,1,Medium,257.69
Tinda,High,Monsoon,Rawalpindi Raja Bazar,72,27.0,94.3,305.0,564,39,3,High,133.38
Pineapple,Low,Summer,Peshawar Central Mandi,465,47.2,4.8,278.0,442,60,3,Medium,560.57
Green Chickpeas (Chholia),High,Spring,Hyderabad New Mandi,149,18.4,26.2,305.0,273,80,4,Medium,188.92
Pumpkin (Halwa Kaddu),Low,Summer,Faisalabad Grain Market,45,41.6,25.9,305.0,158,19,2,Medium,62.24
Zucchini,Medium,Spring,Sukkur Grain Market,130,29.6,23.1,305.0,80,101,1,Medium,154.63
Bottle Gourd (Lauki),Medium,Monsoon,Peshawar Central Mandi,105,30.8,74.9,278.0,241,18,5,Medium,135.89
Orange (Kinnow),Medium,Spring,Faisalabad Grain Market,144,19.7,9.1,278.0,256,44,5,Low,159.33
Green Chilies,High,Winter,Rawalpindi Raja Bazar,248,10.0,6.5,272.5,418,79,3,Low,271.9
Mango (Sindhri),High,Spring,Peshawar Central Mandi,236,29.0,0.4,292.0,265,35,4,Low,252.62
Beetroot (Chukandar),Medium,Winter,Gujranwala Fruit Market,54,12.6,19.3,278.0,157,54,5,Low,63.5
Celery,High,Summer,Faisalabad Grain Market,149,43.2,25.7,272.5,100,103,4,High,207.0
Radish (Mooli),Medium,Spring,Sukkur Grain Market,40,22.9,27.6,284.5,240,22,3,Medium,60.81
Peach (Aroo),High,Winter,Gujranwala Fruit Market,225,7.9,18.8,292.0,168,48,1,Low,235.31
Red Chili (Fresh),High,Summer,Sukkur Grain Market,202,46.7,5.1,284.5,280,79,3,Medium,249.06
Spinach (Palak),High,Spring,Quetta Satellite Town Mandi,75,29.4,23.3,284.5,397,63,4,Medium,110.06
Ridge Gourd (Tori),High,Spring,Sukkur Grain Market,112,25.4,11.2,278.0,237,7,4,Low,127.98
Sarda,Medium,Winter,Lahore Badami Bagh,135,18.3,1.1,278.0,348,16,4,Low,156.21
Dates (Rabai),Low,Summer,Rawalpindi Raja Bazar,411,37.8,30.3,272.5,400,34,4,Medium,495.87
Eggplant (Baingan),Medium,Winter,Multan Goods Market,110,16.6,5.1,278.0,216,98,5,Low,122.74
Kiwi (Imported),Medium,Spring,Rawalpindi Raja Bazar,743,18.6,24.1,272.5,579,74,2,Medium,887.44
Green Apple,Low,Summer,Karachi Sabzi Mandi,443,37.6,5.7,278.0,698,79,3,Medium,550.04
Plum (Aloo Bukhara),High,Monsoon,Multan Goods Market,355,27.0,91.3,284.5,219,82,2,Medium,421.34
Lemon (China),Medium,Monsoon,Karachi Sabzi Mandi,255,33.0,108.3,292.0,852,91,3,High,396.23
Dates (Rabai),Low,Monsoon,Peshawar Central Mandi,579,26.4,109.5,292.0,690,51,1,High,823.71
Grapefruit,Medium,Spring,Quetta Satellite Town Mandi,224,28.6,13.4,278.0,401,75,3,Low,247.4
Dates (Aseel),Low,Monsoon,Peshawar Central Mandi,450,26.9,115.7,305.0,567,4,4,High,647.13
Apple (Kala Kulu),Low,Spring,Faisalabad Grain Market,394,18.9,17.7,305.0,141,65,2,Low,403.1
Pumpkin (Halwa Kaddu),Low,Summer,Lahore Badami Bagh,52,38.9,33.4,284.5,378,78,1,Medium,82.26
Mango (Anwar Ratol),High,Winter,Rawalpindi Raja Bazar,325,11.0,11.7,278.0,364,27,3,Low,346.56
Grapefruit,Medium,Spring,Islamabad Sabzi Mandi,190,28.6,28.9,284.5,266,42,5,Medium,234.79
Mosambi (Sweet Lime),Medium,Summer,Rawalpindi Raja Bazar,184,39.9,18.2,292.0,396,69,3,Medium,235.88
Peas (Matar),High,Summer,Rawalpindi Raja Bazar,236,45.0,33.2,284.5,190,62,5,High,330.22
Mango (Anwar Ratol),High,Summer,Multan Goods Market,210,35.7,23.0,292.0,198,89,2,High,295.65
Mango (Anwar Ratol),High,Winter,Hyderabad New Mandi,435,4.8,15.9,278.0,127,100,4,Low,442.53
Dates (Aseel),Low,Spring,Islamabad Sabzi Mandi,355,28.0,5.6,284.5,564,20,4,Medium,442.54
Garlic Sprouts,Medium,Summer,Faisalabad Grain Market,207,35.8,18.0,284.5,308,67,2,Low,225.39
Apple (Garcha),Low,Monsoon,Karachi Sabzi Mandi,199,36.1,98.5,305.0,810,87,1,High,320.17
Lotus Stem (Bheen),Low,Monsoon,Gujranwala Fruit Market,252,29.8,59.4,305.0,336,48,2,Medium,311.33
Grapes (Black),High,Summer,Sukkur Grain Market,341,42.5,19.2,284.5,214,5,4,Medium,407.83
Eggplant (Baingan),Medium,Monsoon,Karachi Sabzi Mandi,72,33.1,91.9,284.5,988,54,4,High,156.09
Banana (Dhaka),High,Monsoon,Lahore Badami Bagh,213,32.7,89.0,305.0,362,105,5,Medium,268.16
Orange (Kinnow),Medium,Spring,Quetta Satellite Town Mandi,223,28.7,26.0,272.5,595,71,2,Medium,290.35
Rambutan (Imported),High,Winter,Lahore Badami Bagh,1397,4.7,14.7,292.0,339,4,5,Low,1422.12
Sweet Lime (Malta),Medium,Spring,Quetta Satellite Town Mandi,194,23.3,8.6,278.0,608,83,5,Medium,258.58
Red Chili (Fresh),High,Summer,Rawalpindi Raja Bazar,169,41.4,20.4,305.0,501,97,3,High,260.12
Apple (Golden),Low,Summer,Multan Goods Market,313,43.9,3.7,278.0,104,102,4,Medium,366.15
Orange (Kinnow),Medium,Monsoon,Faisalabad Grain Market,133,29.6,42.1,284.5,168,16,2,Medium,163.44
Garlic (China),Low,Spring,Sukkur Grain Market,676,27.0,27.4,278.0,333,79,2,Medium,796.8
Grapes (Sundarkhani),High,Summer,Hyderabad New Mandi,233,40.6,24.7,284.5,170,42,5,High,325.15
Ginger,Low,Summer,Lahore Badami Bagh,764,30.8,20.2,284.5,469,14,2,Medium,907.0
Wood Apple (Bael),Low,Monsoon,Sukkur Grain Market,179,32.3,43.1,284.5,72,62,5,Medium,210.47
Dragon Fruit,Medium,Monsoon,Multan Goods Market,1699,35.4,62.3,272.5,222,67,3,Medium,1966.65
Colocasia Leaves,High,Summer,Karachi Sabzi Mandi,84,43.0,16.1,305.0,635,4,5,High,158.25
Pineapple,Low,Spring,Hyderabad New Mandi,640,29.9,6.4,292.0,200,66,3,Low,652.37
Banana (Sindhi),High,Winter,Peshawar Central Mandi,130,3.0,24.5,278.0,481,89,4,Medium,177.56
Cluster Beans (Gwar),Medium,Spring,Rawalpindi Raja Bazar,126,20.9,19.1,292.0,235,19,3,Low,140.97
Apple (Garcha),Low,Monsoon,Islamabad Sabzi Mandi,224,30.5,91.2,305.0,285,56,1,Medium,275.79
Spinach (Palak),High,Summer,Sukkur Grain Market,55,40.7,28.3,305.0,117,55,2,High,81.85
Bottle Gourd (Lauki),Medium,Monsoon,Islamabad Sabzi Mandi,96,26.2,106.9,278.0,514,6,5,High,162.58
Red Bell Pepper,High,Summer,Gujranwala Fruit Market,547,38.6,20.8,272.5,275,12,5,High,755.79
Carrot,Medium,Summer,Rawalpindi Raja Bazar,99,37.4,39.6,292.0,451,29,5,Medium,142.04
Fenugreek (Methi),High,Winter,Gujranwala Fruit Market,33,16.4,7.8,272.5,185,14,3,Low,44.4
Grapefruit,Medium,Monsoon,Islamabad Sabzi Mandi,152,35.4,75.0,284.5,605,108,1,High,241.1
Carrot,Medium,Winter,Faisalabad Grain Market,43,17.7,0.8,284.5,216,54,4,Low,56.13
Kiwi (Imported),Medium,Spring,Karachi Sabzi Mandi,708,22.3,12.9,284.5,253,48,4,Low,723.36
